time,bam10,bam25
2020-02-28-21,19,16
2020-02-28-22,17,15
2020-02-28-23,18,17
2020-02-28-24,18,16
2020-02-29-01,22,18
2020-02-29-02,18,15
2020-02-29-03,22,19
2020-02-29-04,20,16
2020-02-29-05,20,17
2020-02-29-06,20,16
2020-02-29-07,20,20
2020-02-29-08,17,15
2020-02-29-09,17,15
2020-02-29-10,19,15
2020-02-29-11,19,16
2020-02-29-12,19,14
2020-02-29-13,22,13
2020-02-29-14,22,15
2020-02-29-15,24,16
2020-02-29-16,21,13
2020-02-29-17,24,16
2020-02-29-18,24,16
2020-02-29-19,26,17
2020-02-29-20,24,16
2020-02-29-21,28,18
2020-02-29-22,25,18
2020-02-29-23,26,19
2020-02-29-24,26,19
2020-03-01-01,32,24
2020-03-01-02,32,24
2020-03-01-03,33,24
2020-03-01-04,30,21
2020-03-01-05,29,23
2020-03-01-06,27,20
2020-03-01-07,26,21
2020-03-01-08,24,19
2020-03-01-09,32,27
2020-03-01-10,33,25
2020-03-01-11,40,30
2020-03-01-12,47,34
2020-03-01-13,53,42
2020-03-01-14,59,49
2020-03-01-15,63,50
2020-03-01-16,53,41
2020-03-01-17,61,48
2020-03-01-18,60,41
2020-03-01-19,47,33
2020-03-01-20,36,27
2020-03-01-21,38,28
2020-03-01-22,36,26
2020-03-01-23,32,27
2020-03-01-24,33,26
2020-03-02-01,35,27
2020-03-02-02,29,24
2020-03-02-03,32,29
2020-03-02-04,37,29
2020-03-02-05,43,36
2020-03-02-06,45,36
2020-03-02-07,42,34
2020-03-02-08,42,33
2020-03-02-09,39,31
2020-03-02-10,36,28
2020-03-02-11,35,26
2020-03-02-12,33,25
2020-03-02-13,32,25
2020-03-02-14,33,27
2020-03-02-15,30,25
2020-03-02-16,32,26
2020-03-02-17,36,27
2020-03-02-18,35,28
2020-03-02-19,36,29
2020-03-02-20,34,25
2020-03-02-21,36,25
2020-03-02-22,36,26
2020-03-02-23,34,27
2020-03-02-24,31,23
2020-03-03-01,31,24
2020-03-03-02,35,27
2020-03-03-03,45,33
2020-03-03-04,40,30
2020-03-03-05,41,33
2020-03-03-06,40,31
2020-03-03-07,40,32
2020-03-03-08,41,32
2020-03-03-09,45,34
2020-03-03-10,42,32
2020-03-03-11,53,38
2020-03-03-12,49,33
2020-03-03-13,39,29
2020-03-03-14,38,28
2020-03-03-15,43,29
2020-03-03-16,41,30
2020-03-03-17,46,34
2020-03-03-18,50,38
2020-03-03-19,55,42
2020-03-03-20,62,51
2020-03-03-21,53,42
2020-03-03-22,39,32
2020-03-03-23,37,29
2020-03-03-24,27,21
2020-03-04-01,24,20
2020-03-04-02,25,19
2020-03-04-03,27,18
2020-03-04-04,22,18
2020-03-04-05,25,19
2020-03-04-06,37,24
2020-03-04-07,42,27
2020-03-04-08,38,27
2020-03-04-09,40,29
2020-03-04-10,35,27
2020-03-04-11,39,31
2020-03-04-12,48,40
2020-03-04-13,57,49
2020-03-04-14,48,41
2020-03-04-15,43,39
2020-03-04-16,56,44
2020-03-04-17,59,49
2020-03-04-18,51,45
2020-03-04-19,52,46
2020-03-04-20,48,42
2020-03-04-21,44,39
2020-03-04-22,41,36
2020-03-04-23,42,36
2020-03-04-24,42,36
2020-03-05-01,41,35
2020-03-05-02,42,35
2020-03-05-03,40,33
2020-03-05-04,37,33
2020-03-05-05,36,32
2020-03-05-06,37,31
2020-03-05-07,33,28
2020-03-05-08,35,30
2020-03-05-09,36,30
2020-03-05-10,35,29
2020-03-05-11,37,29
2020-03-05-12,32,24
2020-03-05-13,26,21
2020-03-05-14,28,22
2020-03-05-15,28,22
2020-03-05-16,28,22
2020-03-05-17,31,24
2020-03-05-18,31,24
2020-03-05-19,33,26
2020-03-05-20,29,21
2020-03-05-21,30,22
2020-03-05-22,28,20
2020-03-05-23,26,18
2020-03-05-24,22,15
2020-03-06-01,22,17
2020-03-06-02,23,17
2020-03-06-03,23,18
2020-03-06-04,22,16
2020-03-06-05,25,18
2020-03-06-06,25,18
2020-03-06-07,29,22
2020-03-06-08,30,21
2020-03-06-09,38,28
2020-03-06-10,44,29
2020-03-06-11,33,23
2020-03-06-12,31,23
2020-03-06-13,32,21
2020-03-06-14,27,20
2020-03-06-15,33,25
2020-03-06-16,34,25
2020-03-06-17,43,33
2020-03-06-18,47,37
2020-03-06-19,29,24
2020-03-06-20,54,41
2020-03-06-21,47,29
2020-03-06-22,44,34
2020-03-06-23,46,32
2020-03-06-24,45,30
2020-03-07-01,51,32
2020-03-07-02,50,40
2020-03-07-03,50,36
2020-03-07-04,49,37
2020-03-07-05,49,38
2020-03-07-06,47,34
2020-03-07-07,51,35
2020-03-07-08,47,38
2020-03-07-09,56,35
2020-03-07-10,59,38
2020-03-07-11,60,40
2020-03-07-12,60,40
2020-03-07-13,55,40
2020-03-07-14,53,35
2020-03-07-15,51,25
2020-03-07-16,34,18
2020-03-07-17,38,19
2020-03-07-18,54,40
2020-03-07-19,61,52
2020-03-07-20,56,49
2020-03-07-21,63,54
2020-03-07-22,51,44
2020-03-07-23,55,49
2020-03-07-24,51,43
2020-03-08-01,49,39
2020-03-08-02,45,41
2020-03-08-03,53,42
2020-03-08-04,55,45
2020-03-08-05,55,47
2020-03-08-06,51,43
2020-03-08-07,53,42
2020-03-08-08,47,43
2020-03-08-09,48,40
2020-03-08-10,45,39
2020-03-08-11,46,38
2020-03-08-12,51,40
2020-03-08-13,49,37
2020-03-08-14,40,36
2020-03-08-15,45,33
2020-03-08-16,46,35
2020-03-08-17,59,49
2020-03-08-18,66,54
2020-03-08-19,62,56
2020-03-08-20,50,43
2020-03-08-21,49,37
2020-03-08-22,54,49
2020-03-08-23,64,50
2020-03-08-24,62,53
2020-03-09-01,65,54
2020-03-09-02,62,48
2020-03-09-03,62,53
2020-03-09-04,60,51
2020-03-09-05,64,52
2020-03-09-06,63,56
2020-03-09-07,64,53
2020-03-09-08,64,55
2020-03-09-09,67,52
2020-03-09-10,69,58
2020-03-09-11,72,56
2020-03-09-12,61,48
2020-03-09-13,51,36
2020-03-09-14,50,36
2020-03-09-15,42,28
2020-03-09-16,33,30
2020-03-09-17,38,27
2020-03-09-18,45,30
2020-03-09-19,41,22
2020-03-09-20,45,33
2020-03-09-21,51,36
2020-03-09-22,50,35
2020-03-09-23,53,40
2020-03-09-24,55,42
2020-03-10-01,61,44
2020-03-10-02,59,50
2020-03-10-03,61,48
2020-03-10-04,60,54
2020-03-10-05,66,54
2020-03-10-06,65,54
2020-03-10-07,61,54
2020-03-10-08,62,52
2020-03-10-09,63,52
2020-03-10-10,43,42
2020-03-10-11,27,22
2020-03-10-12,13,9
2020-03-10-13,13,9
2020-03-10-14,11,8
2020-03-10-15,9,7
2020-03-10-16,12,9
2020-03-10-17,7,5
2020-03-10-18,5,3
2020-03-10-19,11,8
2020-03-10-20,34,26
2020-03-10-21,39,28
2020-03-10-22,28,22
2020-03-10-23,31,20
2020-03-10-24,37,23
2020-03-11-01,40,22
2020-03-11-02,44,28
2020-03-11-03,47,31
2020-03-11-04,39,20
2020-03-11-05,40,18
2020-03-11-06,35,14
2020-03-11-07,36,10
2020-03-11-08,32,7
2020-03-11-09,33,7
2020-03-11-10,31,7
2020-03-11-11,30,8
2020-03-11-12,29,8
2020-03-11-13,,
2020-03-11-14,,
2020-03-11-15,,
2020-03-11-16,,
2020-03-11-17,12,
2020-03-11-18,22,
2020-03-11-19,30,
2020-03-11-20,25,
2020-03-11-21,25,
2020-03-11-22,23,
2020-03-11-23,24,
2020-03-11-24,24,
2020-03-12-01,24,
2020-03-12-02,25,
2020-03-12-03,26,
2020-03-12-04,25,
2020-03-12-05,28,
2020-03-12-06,28,
2020-03-12-07,30,
2020-03-12-08,31,
2020-03-12-09,39,
2020-03-12-10,40,
2020-03-12-11,37,10
2020-03-12-12,29,
2020-03-12-13,32,
2020-03-12-14,38,22
2020-03-12-15,35,14
2020-03-12-16,34,14
2020-03-12-17,32,13
2020-03-12-18,28,13
2020-03-12-19,19,9
2020-03-12-20,19,12
2020-03-12-21,34,23
2020-03-12-22,38,24
2020-03-12-23,35,21
2020-03-12-24,35,20
2020-03-13-01,40,23
2020-03-13-02,42,23
2020-03-13-03,45,24
2020-03-13-04,28,18
2020-03-13-05,18,14
2020-03-13-06,13,11
2020-03-13-07,16,14
2020-03-13-08,19,13
2020-03-13-09,25,16
2020-03-13-10,29,15
2020-03-13-11,34,14
2020-03-13-12,37,14
2020-03-13-13,36,14
2020-03-13-14,31,10
2020-03-13-15,31,9
2020-03-13-16,32,10
2020-03-13-17,33,13
2020-03-13-18,29,11
2020-03-13-19,26,12
2020-03-13-20,19,9
2020-03-13-21,18,10
2020-03-13-22,22,12
2020-03-13-23,25,15
2020-03-13-24,22,13
2020-03-14-01,24,16
2020-03-14-02,22,13
2020-03-14-03,22,12
2020-03-14-04,20,12
2020-03-14-05,23,13
2020-03-14-06,20,14
2020-03-14-07,19,13
2020-03-14-08,21,15
2020-03-14-09,25,16
2020-03-14-10,25,14
2020-03-14-11,26,14
2020-03-14-12,30,18
2020-03-14-13,36,22
2020-03-14-14,31,16
2020-03-14-15,32,20
2020-03-14-16,35,16
2020-03-14-17,37,21
2020-03-14-18,40,22
2020-03-14-19,46,27
2020-03-14-20,51,31
2020-03-14-21,60,41
2020-03-14-22,70,50
2020-03-14-23,80,59
2020-03-14-24,70,46
2020-03-15-01,59,37
2020-03-15-02,57,34
2020-03-15-03,64,41
2020-03-15-04,66,41
2020-03-15-05,65,41
2020-03-15-06,53,32
2020-03-15-07,40,23
2020-03-15-08,32,18
2020-03-15-09,33,18
2020-03-15-10,30,14
2020-03-15-11,29,13
2020-03-15-12,19,8
2020-03-15-13,22,11
2020-03-15-14,24,9
2020-03-15-15,25,9
2020-03-15-16,17,5
2020-03-15-17,21,10
2020-03-15-18,24,10
2020-03-15-19,23,13
2020-03-15-20,27,13
2020-03-15-21,28,15
2020-03-15-22,25,14
2020-03-15-23,25,15
2020-03-15-24,22,13
2020-03-16-01,19,14
2020-03-16-02,19,12
2020-03-16-03,19,11
2020-03-16-04,18,12
2020-03-16-05,21,15
2020-03-16-06,23,14
2020-03-16-07,23,14
2020-03-16-08,25,15
2020-03-16-09,28,18
2020-03-16-10,25,15
2020-03-16-11,25,13
2020-03-16-12,27,16
2020-03-16-13,22,13
2020-03-16-14,20,14
2020-03-16-15,16,12
2020-03-16-16,15,10
2020-03-16-17,15,14
2020-03-16-18,22,16
2020-03-16-19,22,18
2020-03-16-20,20,14
2020-03-16-21,18,13
2020-03-16-22,19,13
2020-03-16-23,19,14
2020-03-16-24,19,11
2020-03-17-01,19,14
2020-03-17-02,19,13
2020-03-17-03,20,13
2020-03-17-04,19,11
2020-03-17-05,19,12
2020-03-17-06,22,12
2020-03-17-07,27,15
2020-03-17-08,28,14
2020-03-17-09,33,16
2020-03-17-10,35,15
2020-03-17-11,44,18
2020-03-17-12,48,20
2020-03-17-13,49,22
2020-03-17-14,53,21
2020-03-17-15,65,32
2020-03-17-16,66,29
2020-03-17-17,72,35
2020-03-17-18,66,34
2020-03-17-19,65,39
2020-03-17-20,64,37
2020-03-17-21,69,41
2020-03-17-22,66,39
2020-03-17-23,62,37
2020-03-17-24,59,35
2020-03-18-01,62,39
2020-03-18-02,63,41
2020-03-18-03,66,42
2020-03-18-04,62,41
2020-03-18-05,66,47
2020-03-18-06,66,46
2020-03-18-07,68,51
2020-03-18-08,72,53
2020-03-18-09,76,56
2020-03-18-10,80,58
2020-03-18-11,86,60
2020-03-18-12,76,52
2020-03-18-13,45,30
2020-03-18-14,46,29
2020-03-18-15,42,28
2020-03-18-16,33,19
2020-03-18-17,32,23
2020-03-18-18,31,20
2020-03-18-19,26,17
2020-03-18-20,21,15
2020-03-18-21,26,16
2020-03-18-22,24,16
2020-03-18-23,27,18
2020-03-18-24,31,19
2020-03-19-01,36,22
2020-03-19-02,42,27
2020-03-19-03,49,37
2020-03-19-04,51,36
2020-03-19-05,56,41
2020-03-19-06,58,40
2020-03-19-07,53,37
2020-03-19-08,54,30
2020-03-19-09,61,30
2020-03-19-10,101,53
2020-03-19-11,104,63
2020-03-19-12,72,32
2020-03-19-13,48,19
2020-03-19-14,34,10
2020-03-19-15,35,7
2020-03-19-16,38,7
2020-03-19-17,38,8
2020-03-19-18,34,8
2020-03-19-19,32,10
2020-03-19-20,30,9
2020-03-19-21,29,9
2020-03-19-22,29,9
2020-03-19-23,33,11
2020-03-19-24,35,10
2020-03-20-01,33,10
2020-03-20-02,35,10
2020-03-20-03,35,12
2020-03-20-04,34,11
2020-03-20-05,38,14
2020-03-20-06,35,11
2020-03-20-07,40,13
2020-03-20-08,37,10
2020-03-20-09,38,10
2020-03-20-10,43,9
2020-03-20-11,53,9
2020-03-20-12,60,9
2020-03-20-13,49,6
2020-03-20-14,43,8
2020-03-20-15,31,9
2020-03-20-16,31,8
2020-03-20-17,29,10
2020-03-20-18,28,11
2020-03-20-19,28,13
2020-03-20-20,25,9
2020-03-20-21,28,12
2020-03-20-22,31,12
2020-03-20-23,31,12
2020-03-20-24,28,10
2020-03-21-01,26,10
2020-03-21-02,25,8
2020-03-21-03,24,10
2020-03-21-04,25,9
2020-03-21-05,27,11
2020-03-21-06,27,10
2020-03-21-07,30,13
2020-03-21-08,31,11
2020-03-21-09,39,12
2020-03-21-10,40,12
2020-03-21-11,40,12
2020-03-21-12,46,14
2020-03-21-13,49,19
2020-03-21-14,59,23
2020-03-21-15,68,27
2020-03-21-16,70,29
2020-03-21-17,76,33
2020-03-21-18,72,27
2020-03-21-19,65,23
2020-03-21-20,61,23
2020-03-21-21,57,22
2020-03-21-22,57,20
2020-03-21-23,54,22
2020-03-21-24,57,23
2020-03-22-01,62,26
2020-03-22-02,65,26
2020-03-22-03,75,32
2020-03-22-04,54,26
2020-03-22-05,43,23
2020-03-22-06,39,21
2020-03-22-07,37,22
2020-03-22-08,37,18
2020-03-22-09,30,14
2020-03-22-10,32,14
2020-03-22-11,33,13
2020-03-22-12,25,10
2020-03-22-13,20,12
2020-03-22-14,17,9
2020-03-22-15,14,8
2020-03-22-16,18,10
2020-03-22-17,27,14
2020-03-22-18,38,18
2020-03-22-19,41,19
2020-03-22-20,35,15
2020-03-22-21,32,16
2020-03-22-22,31,17
2020-03-22-23,32,20
2020-03-22-24,33,22
2020-03-23-01,34,22
2020-03-23-02,32,23
2020-03-23-03,33,25
2020-03-23-04,32,25
2020-03-23-05,35,25
2020-03-23-06,32,24
2020-03-23-07,34,28
2020-03-23-08,36,27
2020-03-23-09,41,28
2020-03-23-10,39,27
2020-03-23-11,47,28
2020-03-23-12,48,31
2020-03-23-13,54,34
2020-03-23-14,49,30
2020-03-23-15,47,26
2020-03-23-16,42,24
2020-03-23-17,44,27
2020-03-23-18,48,30
2020-03-23-19,51,34
2020-03-23-20,52,36
2020-03-23-21,55,38
2020-03-23-22,54,37
2020-03-23-23,58,38
2020-03-23-24,57,39
2020-03-24-01,59,38
2020-03-24-02,60,41
2020-03-24-03,63,42
2020-03-24-04,60,40
2020-03-24-05,59,41
2020-03-24-06,56,40
2020-03-24-07,59,41
2020-03-24-08,56,39
2020-03-24-09,68,46
2020-03-24-10,71,47
2020-03-24-11,68,44
2020-03-24-12,57,40
2020-03-24-13,46,35
2020-03-24-14,40,28
2020-03-24-15,37,25
2020-03-24-16,43,30
2020-03-24-17,65,49
2020-03-24-18,58,47
2020-03-24-19,56,45
2020-03-24-20,48,36
2020-03-24-21,42,31
2020-03-24-22,35,26
2020-03-24-23,35,28
2020-03-24-24,38,28
2020-03-25-01,42,31
2020-03-25-02,39,30
2020-03-25-03,39,28
2020-03-25-04,37,27
2020-03-25-05,37,29
2020-03-25-06,37,28
2020-03-25-07,38,32
2020-03-25-08,45,32
2020-03-25-09,60,38
2020-03-25-10,66,39
2020-03-25-11,69,40
2020-03-25-12,56,35
2020-03-25-13,51,37
2020-03-25-14,46,32
2020-03-25-15,49,35
2020-03-25-16,58,43
2020-03-25-17,59,43
2020-03-25-18,52,35
2020-03-25-19,43,29
2020-03-25-20,44,29
2020-03-25-21,49,35
2020-03-25-22,48,32
2020-03-25-23,52,34
2020-03-25-24,47,32
2020-03-26-01,49,34
2020-03-26-02,48,35
2020-03-26-03,52,40
2020-03-26-04,52,40
2020-03-26-05,52,41
2020-03-26-06,50,38
2020-03-26-07,52,38
2020-03-26-08,52,37
2020-03-26-09,58,40
2020-03-26-10,64,42
2020-03-26-11,78,49
2020-03-26-12,75,47
2020-03-26-13,59,38
2020-03-26-14,48,30
2020-03-26-15,48,31
2020-03-26-16,50,35
2020-03-26-17,43,31
2020-03-26-18,33,20
2020-03-26-19,36,25
2020-03-26-20,33,24
2020-03-26-21,36,27
2020-03-26-22,34,25
2020-03-26-23,34,25
2020-03-26-24,30,23
2020-03-27-01,32,28
2020-03-27-02,27,22
2020-03-27-03,28,22
2020-03-27-04,33,27
2020-03-27-05,61,51
2020-03-27-06,63,53
2020-03-27-07,60,52
2020-03-27-08,52,44
2020-03-27-09,46,38
2020-03-27-10,46,35
2020-03-27-11,51,37
2020-03-27-12,43,30
2020-03-27-13,32,21
2020-03-27-14,25,15
2020-03-27-15,27,14
2020-03-27-16,28,13
2020-03-27-17,31,13
2020-03-27-18,37,13
2020-03-27-19,43,13
2020-03-27-20,43,13
2020-03-27-21,42,10
2020-03-27-22,37,9
2020-03-27-23,34,9
2020-03-27-24,33,7
2020-03-28-01,32,8
2020-03-28-02,23,6
2020-03-28-03,20,7
2020-03-28-04,19,5
2020-03-28-05,21,7
2020-03-28-06,21,6
2020-03-28-07,24,6
2020-03-28-08,24,5
2020-03-28-09,29,7
2020-03-28-10,29,5
2020-03-28-11,31,7
2020-03-28-12,31,8
2020-03-28-13,32,10
2020-03-28-14,28,8
2020-03-28-15,29,9
2020-03-28-16,30,9
2020-03-28-17,33,10
2020-03-28-18,29,9
2020-03-28-19,31,8
2020-03-28-20,33,11
2020-03-28-21,39,14
2020-03-28-22,41,13
2020-03-28-23,44,14
2020-03-28-24,42,16
2020-03-29-01,45,17
2020-03-29-02,42,14
2020-03-29-03,45,15
2020-03-29-04,43,17
2020-03-29-05,43,17
2020-03-29-06,38,18
2020-03-29-07,38,20
2020-03-29-08,34,17
2020-03-29-09,35,18
2020-03-29-10,31,13
2020-03-29-11,27,10
2020-03-29-12,27,10
2020-03-29-13,27,11
2020-03-29-14,25,12
2020-03-29-15,24,13
2020-03-29-16,26,11
2020-03-29-17,33,20
2020-03-29-18,43,25
2020-03-29-19,48,28
2020-03-29-20,42,23
2020-03-29-21,39,24
2020-03-29-22,37,23
2020-03-29-23,39,25
2020-03-29-24,36,23
2020-03-30-01,38,28
2020-03-30-02,35,25
2020-03-30-03,38,27
2020-03-30-04,47,30
2020-03-30-05,52,34
2020-03-30-06,48,30
2020-03-30-07,46,28
2020-03-30-08,47,29
2020-03-30-09,58,33
2020-03-30-10,59,34
2020-03-30-11,57,37
2020-03-30-12,51,34
2020-03-30-13,52,34
2020-03-30-14,49,32
2020-03-30-15,,
2020-03-30-16,,
2020-03-30-17,52,39
2020-03-30-18,56,39
2020-03-30-19,54,36
2020-03-30-20,46,29
2020-03-30-21,42,27
2020-03-30-22,39,25
2020-03-30-23,37,23
2020-03-30-24,35,23
2020-03-31-01,38,25
2020-03-31-02,36,23
2020-03-31-03,38,24
2020-03-31-04,36,22
2020-03-31-05,37,25
2020-03-31-06,37,24
2020-03-31-07,41,26
2020-03-31-08,42,26
2020-03-31-09,51,30
2020-03-31-10,55,34
2020-03-31-11,60,38
2020-03-31-12,60,39
2020-03-31-13,50,35
2020-03-31-14,48,33
2020-03-31-15,42,28
2020-03-31-16,56,41
2020-03-31-17,59,46
2020-03-31-18,50,34
2020-03-31-19,49,32
2020-03-31-20,39,25
2020-03-31-21,37,24
2020-03-31-22,37,21
2020-03-31-23,41,27
2020-03-31-24,44,25
2020-04-01-01,49,25
2020-04-01-02,50,27
2020-04-01-03,54,30
2020-04-01-04,58,34
2020-04-01-05,65,40
2020-04-01-06,67,40
2020-04-01-07,72,44
2020-04-01-08,68,43
2020-04-01-09,71,40
2020-04-01-10,67,39
2020-04-01-11,71,39
2020-04-01-12,70,40
2020-04-01-13,77,44
2020-04-01-14,78,46
2020-04-01-15,85,49
2020-04-01-16,76,32
2020-04-01-17,59,16
2020-04-01-18,55,14
2020-04-01-19,52,16
2020-04-01-20,53,18
2020-04-01-21,35,21
2020-04-01-22,27,19
2020-04-01-23,21,16
2020-04-01-24,19,17
2020-04-02-01,22,19
2020-04-02-02,19,17
2020-04-02-03,19,15
2020-04-02-04,18,17
2020-04-02-05,23,22
2020-04-02-06,23,22
2020-04-02-07,27,23
2020-04-02-08,27,22
2020-04-02-09,32,22
2020-04-02-10,31,23
2020-04-02-11,39,24
2020-04-02-12,40,30
2020-04-02-13,42,35
2020-04-02-14,52,40
2020-04-02-15,50,41
2020-04-02-16,41,31
2020-04-02-17,40,30
2020-04-02-18,40,30
2020-04-02-19,41,30
2020-04-02-20,35,26
2020-04-02-21,34,25
2020-04-02-22,33,23
2020-04-02-23,31,20
2020-04-02-24,32,19
2020-04-03-01,36,20
2020-04-03-02,32,18
2020-04-03-03,34,19
2020-04-03-04,32,20
2020-04-03-05,37,25
2020-04-03-06,43,30
2020-04-03-07,52,37
2020-04-03-08,56,41
2020-04-03-09,65,47
2020-04-03-10,65,46
2020-04-03-11,64,44
2020-04-03-12,56,39
2020-04-03-13,59,41
2020-04-03-14,57,38
2020-04-03-15,56,39
2020-04-03-16,54,36
2020-04-03-17,51,35
2020-04-03-18,40,26
2020-04-03-19,44,33
2020-04-03-20,48,35
2020-04-03-21,49,36
2020-04-03-22,43,31
2020-04-03-23,45,33
2020-04-03-24,46,34
2020-04-04-01,53,41
2020-04-04-02,62,48
2020-04-04-03,65,52
2020-04-04-04,63,52
2020-04-04-05,65,55
2020-04-04-06,63,51
2020-04-04-07,69,53
2020-04-04-08,66,54
2020-04-04-09,78,54
2020-04-04-10,102,47
2020-04-04-11,95,29
2020-04-04-12,74,18
2020-04-04-13,62,13
2020-04-04-14,54,10
2020-04-04-15,51,8
2020-04-04-16,43,8
2020-04-04-17,43,7
2020-04-04-18,49,12
2020-04-04-19,49,14
2020-04-04-20,40,9
2020-04-04-21,36,8
2020-04-04-22,33,10
2020-04-04-23,33,14
2020-04-04-24,26,11
2020-04-05-01,24,9
2020-04-05-02,21,8
2020-04-05-03,22,9
2020-04-05-04,21,11
2020-04-05-05,26,18
2020-04-05-06,30,19
2020-04-05-07,32,21
2020-04-05-08,35,23
2020-04-05-09,40,27
2020-04-05-10,43,29
2020-04-05-11,48,31
2020-04-05-12,52,33
2020-04-05-13,58,33
2020-04-05-14,46,30
2020-04-05-15,52,31
2020-04-05-16,53,29
2020-04-05-17,53,28
2020-04-05-18,49,25
2020-04-05-19,47,26
2020-04-05-20,43,23
2020-04-05-21,45,22
2020-04-05-22,42,21
2020-04-05-23,40,19
2020-04-05-24,40,18
2020-04-06-01,41,19
2020-04-06-02,37,20
2020-04-06-03,37,21
2020-04-06-04,35,20
2020-04-06-05,37,20
2020-04-06-06,33,19
2020-04-06-07,36,22
2020-04-06-08,38,22
2020-04-06-09,50,25
2020-04-06-10,49,26
2020-04-06-11,48,23
2020-04-06-12,44,24
2020-04-06-13,49,28
2020-04-06-14,54,32
2020-04-06-15,48,23
2020-04-06-16,44,20
2020-04-06-17,53,22
2020-04-06-18,51,20
2020-04-06-19,56,23
2020-04-06-20,54,20
2020-04-06-21,49,18
2020-04-06-22,39,14
2020-04-06-23,35,14
2020-04-06-24,30,14
2020-04-07-01,29,14
2020-04-07-02,26,13
2020-04-07-03,29,14
2020-04-07-04,28,16
2020-04-07-05,29,19
2020-04-07-06,34,20
2020-04-07-07,31,22
2020-04-07-08,30,18
2020-04-07-09,37,20
2020-04-07-10,38,20
2020-04-07-11,40,23
2020-04-07-12,47,24
2020-04-07-13,59,32
2020-04-07-14,77,45
2020-04-07-15,79,41
2020-04-07-16,80,40
2020-04-07-17,85,45
2020-04-07-18,73,37
2020-04-07-19,78,42
2020-04-07-20,66,34
2020-04-07-21,56,32
2020-04-07-22,44,23
2020-04-07-23,44,23
2020-04-07-24,34,14
2020-04-08-01,23,12
2020-04-08-02,26,14
2020-04-08-03,32,15
2020-04-08-04,31,17
2020-04-08-05,35,20
2020-04-08-06,35,20
2020-04-08-07,35,19
2020-04-08-08,36,19
2020-04-08-09,39,21
2020-04-08-10,37,23
2020-04-08-11,38,18
2020-04-08-12,36,17
2020-04-08-13,36,17
2020-04-08-14,34,17
2020-04-08-15,35,19
2020-04-08-16,38,18
2020-04-08-17,42,19
2020-04-08-18,40,26
2020-04-08-19,44,26
2020-04-08-20,42,25
2020-04-08-21,44,21
2020-04-08-22,41,22
2020-04-08-23,46,24
2020-04-08-24,44,24
2020-04-09-01,45,28
2020-04-09-02,37,24
2020-04-09-03,36,24
2020-04-09-04,36,24
2020-04-09-05,40,28
2020-04-09-06,38,25
2020-04-09-07,37,25
2020-04-09-08,36,22
2020-04-09-09,37,24
2020-04-09-10,34,22
2020-04-09-11,33,19
2020-04-09-12,34,21
2020-04-09-13,34,23
2020-04-09-14,39,21
2020-04-09-15,43,21
2020-04-09-16,47,24
2020-04-09-17,51,28
2020-04-09-18,50,29
2020-04-09-19,49,31
2020-04-09-20,52,31
2020-04-09-21,51,30
2020-04-09-22,44,27
2020-04-09-23,40,29
2020-04-09-24,41,26
2020-04-10-01,44,28
2020-04-10-02,38,25
2020-04-10-03,37,27
2020-04-10-04,37,26
2020-04-10-05,39,29
2020-04-10-06,40,28
2020-04-10-07,45,31
2020-04-10-08,43,28
2020-04-10-09,47,29
2020-04-10-10,33,21
2020-04-10-11,34,17
2020-04-10-12,34,21
2020-04-10-13,33,23
2020-04-10-14,29,21
2020-04-10-15,28,24
2020-04-10-16,32,21
2020-04-10-17,38,26
2020-04-10-18,53,37
2020-04-10-19,54,38
2020-04-10-20,48,34
2020-04-10-21,45,31
2020-04-10-22,39,25
2020-04-10-23,46,31
2020-04-10-24,47,34
2020-04-11-01,39,29
2020-04-11-02,31,22
2020-04-11-03,29,23
2020-04-11-04,28,22
2020-04-11-05,25,20
2020-04-11-06,22,17
2020-04-11-07,24,17
2020-04-11-08,24,17
2020-04-11-09,28,20
2020-04-11-10,29,18
2020-04-11-11,32,19
2020-04-11-12,32,20
2020-04-11-13,36,24
2020-04-11-14,37,25
2020-04-11-15,42,29
2020-04-11-16,42,30
2020-04-11-17,36,24
2020-04-11-18,36,24
2020-04-11-19,36,25
2020-04-11-20,33,23
2020-04-11-21,33,23
2020-04-11-22,35,24
2020-04-11-23,36,25
2020-04-11-24,31,23
2020-04-12-01,29,22
2020-04-12-02,28,21
2020-04-12-03,32,25
2020-04-12-04,32,24
2020-04-12-05,34,26
2020-04-12-06,35,27
2020-04-12-07,35,31
2020-04-12-08,41,32
2020-04-12-09,47,37
2020-04-12-10,30,19
2020-04-12-11,33,14
2020-04-12-12,34,16
2020-04-12-13,26,16
2020-04-12-14,24,13
2020-04-12-15,23,13
2020-04-12-16,21,13
2020-04-12-17,19,14
2020-04-12-18,19,13
2020-04-12-19,20,14
2020-04-12-20,14,11
2020-04-12-21,11,11
2020-04-12-22,15,13
2020-04-12-23,19,18
2020-04-12-24,19,16
2020-04-13-01,20,16
2020-04-13-02,16,14
2020-04-13-03,13,11
2020-04-13-04,10,6
2020-04-13-05,14,8
2020-04-13-06,13,8
2020-04-13-07,13,10
2020-04-13-08,13,8
2020-04-13-09,17,11
2020-04-13-10,18,10
2020-04-13-11,19,8
2020-04-13-12,21,12
2020-04-13-13,20,11
2020-04-13-14,21,11
2020-04-13-15,,
2020-04-13-16,,
2020-04-13-17,17,10
2020-04-13-18,22,13
